Объединение;Товар;Категория 1;Категория 2;Физ.доступно, шт.;Заказано, шт.;Резерв, шт.;Кол-во SKU, шт.
ННВ Небо;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;10;0;0;1
КЗН Казань молл;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;10;0;0;1
ВЛГ Ворошиловский;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;26;0;0;1
ВЛГ Ворошиловский;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
ПРМ Планета;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
МСК Европолис;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;6;0;0;1
МСК Европолис;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;0;0
Сочи Море Молл;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
Мнс Галерея;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;5;0;0;1
Мнс Галерея;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;5;0;0;1
ПРМ Эспланада;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
ПРМ Эспланада;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
МСК Неглинная;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;12;0;0;1
МСК Неглинная;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
МСК Павелецкая;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;7;0;0;1
МСК Павелецкая;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;8;0;0
КРД Галерея магазин;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;13;0;0;1
КРД Галерея магазин;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;0;0
ИРК Модный квартал;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;14;0;0;1
ИРК Модный квартал;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;3;0;0;1
KZ ШМК Шымкент Плаза;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;9;0;0;1
KZ АЛМ Мега;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;3;0;0;1
KZ АЛМ Достык Плаза;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;13;0;0;1
KZ АСТ Мега;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;21;0;0;1
KZ АСТ Мега;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
KZ АСТ Мега;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;0;0
МСК РЦ E-com;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;16;0;0;1
СПБ РЦ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
СПБ РЦ Юг даркстор;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
Интернет-магазин ФМ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;62;0;0;1
НСК РЦ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;6;0;1;1
Склад FM;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
Склад FM;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
ИМ Беларусь;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;12;0;0;1
МСК Реклама и маркетинг;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;20;0;0
МСК Ангара BOX;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;5;0;0;1
МСК Афимолл BOX;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;29;0;0;1
НСК Галерея BOX;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
НСК Галерея BOX;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
МСК Океания BOX;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;4;0;0;1
МСК Океания BOX;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;1;0;0;1
РЦ Казахстан;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;7;0;0;1
Мнс РЦ;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;10;0;0;1
РЦ Москва FM;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;8504;0;31;1
РЦ Москва FM;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;2;0;0;1
РЦ Москва FM;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;60;0;0
РЦ Москва FM;Обволакивающий бальзам для тела Candlelight Body Wrap;Уход;Уход за телом;0;0;80;0
KZ АЛМ Мега;Питательный антивозрастной крем для рук Lightplay Hand Cream;Уход;Уход за руками;1;0;0;1
КЗН Пушкина;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;11;0;2;1
НСК Красный;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;46;0;0;1
НСК Красный;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;30;0;0;1
ЕКБ Пассаж;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;3;0;0;1
ЕКБ Пассаж;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;0;27;0;0
ЕКБ Большой;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;29;0;0;1
ЕКБ Большой;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;7;0;0;1
МСК Кунцево;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;9;0;0;1
МСК Кунцево;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;4;0;0;1
МСК Афимолл;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;25;0;0;1
САМ Коммунистическая;Очищающее средство для баланса биома Biome Balance Wash;Уход;Уход за лицом;9;0;0;1
